delta,R,C,L,W,step
12, 0.9499718365309822,0.030216572359155473,3.1094949494949495,-0.7798911568852198,1015
398, 0.949984450558122,0.030137207279790395,3.1086868686868687,-0.7818385013301061,1016
72, 0.9499984173038455,0.031298823441406554,3.108282828282828,-0.7766508558706429,1017
12, 0.9500581140371721,0.029298823441406555,3.1125252525252525,-0.7770637185455623,1018
52, 0.9500683379326994,0.029140093282676395,3.1076767676767676,-0.7770802020093367,1019
73, 0.9500762006703725,0.028544133686716794,3.1066666666666665,-0.7764630939499195,1020
1, 0.9500946095032443,0.028523931666514776,3.1066666666666665,-0.7766188179240536,1021
29, 0.9501193154197449,0.028746153888736997,3.1062626262626263,-0.775878558581634,1022
206, 0.9501878343322592,0.028746153888736997,3.113737373737374,-0.7763848545757072,1023
49, 0.9501964836047034,0.03011123325381636,3.1216161616161617,-0.776239175385306,1024
7, 0.9502002819812381,0.030092474235057343,3.1228282828282827,-0.7767756845160315,1025
1, 0.9502010523625605,0.030092474235057343,3.121212121212121,-0.7769234304371148,1026
65, 0.9509222232229763,0.02975914090172401,3.1228282828282827,-0.776809502725338,1027
206, 0.9509298433929221,0.02937818852077163,3.1214141414141414,-0.7770450463468679,1028
203, 0.950939461580357,0.026814696457279564,3.117171717171717,-0.7772363388516346,1029
27, 0.9509508203087568,0.02661267625525936,3.1226262626262624,-0.7755643966331878,1030
3, 0.9509571422596097,0.026594361236944343,3.1115151515151513,-0.7755657844874346,1031
27, 0.9510662423496941,0.026649916792499898,3.112323232323232,-0.7757388257622898,1032
20, 0.9510665443074706,0.02679638143896455,3.1135353535353536,-0.7750895889770288,1033
83, 0.9510717364004859,0.025463048105631218,3.112727272727273,-0.7749624595255752,1034
43, 0.9510736984686801,0.02045511159769471,3.115959595959596,-0.775597860772718,1035
7, 0.9510793290151205,0.020534476677059797,3.117171717171717,-0.7753003351557498,1036
56, 0.9511264530690714,0.02145511159769472,3.1202020202020204,-0.7753975926474234,1037
59, 0.9513095650562647,0.02145511159769472,3.1264646464646466,-0.7750827941647912,1038
26, 0.9513124171376476,0.022171498152316563,3.131111111111111,-0.7708404652008292,1039
43, 0.9513145338705145,0.022348987329805742,3.129090909090909,-0.7719269626089955,1040
80, 0.9513272955184752,0.022591411572229988,3.133131313131313,-0.77186200762209,1041
54, 0.9513546662314125,0.022591411572229988,3.1303030303030304,-0.7719874113199496,1042
23, 0.9513603520298017,0.02558347506429348,3.1317171717171717,-0.7724165868344046,1043
19, 0.9513954823622804,0.02832950681032522,3.1333333333333333,-0.7722137513412675,1044
23, 0.9514013900132154,0.029102077235069558,3.131919191919192,-0.7724747917254529,1045
43, 0.9514062981008661,0.029076824709817033,3.128888888888889,-0.7731012404525216,1046
102, 0.9515032564472055,0.02908525830520715,3.1226262626262624,-0.7730639454841918,1047
266, 0.9517404024805227,0.04032335354330238,3.1258585858585857,-0.7729324800953408,1048
5, 0.9517714466020797,0.03834443391220883,3.1222222222222222,-0.7727362590730615,1049
182, 0.9518033010592473,0.03832062438839931,3.123030303030303,-0.7727736654226249,1050
22, 0.9518064963203594,0.04023476580254072,3.1204040404040403,-0.7733290689839604,1051
5, 0.9518142868919616,0.029274448342223276,3.114949494949495,-0.7730929232817296,1052
115, 0.9518867945448035,0.029631591199366134,3.1147474747474746,-0.7751145296404973,1053
21, 0.9518875667236744,0.027688367756142692,3.1135353535353536,-0.7743912197481603,1054
103, 0.9518953853147556,0.027710012777787715,3.1098989898989897,-0.7733140101327927,1055
135, 0.9519038552587268,0.0238918309596059,3.1103030303030303,-0.7768474384188992,1056
90, 0.9519166250357521,0.024428627496402434,3.112727272727273,-0.7769443968180542,1057
182, 0.9519273522149158,0.022238151305926244,3.1135353535353536,-0.7770943562278921,1058
70, 0.9519404890847972,0.022219836287611226,3.108888888888889,-0.7778402115093913,1059
43, 0.9519604352282615,0.02587511579071682,3.112929292929293,-0.7777824734174048,1060
45, 0.9519617522143335,0.0258568007724018,3.1044444444444443,-0.7777854408651095,1061
48, 0.9519991017003682,0.026332991248592275,3.1074747474747473,-0.7777983887464986,1062
11, 0.9520055022300837,0.028091288506889533,3.107070707070707,-0.7775551373433761,1063
90, 0.9520094477799805,0.02828176469736572,3.1024242424242425,-0.7758336517571829,1064
150, 0.9520147251177987,0.02833732025292128,3.1016161616161617,-0.7758260980833347,1065
224, 0.9520307045617389,0.02828176469736572,3.102222222222222,-0.7763677987180764,1066
39, 0.9521575931226206,0.02828176469736572,3.1006060606060606,-0.7756911917247328,1067
130, 0.9521723056723512,0.028166167733942676,3.092929292929293,-0.7755867144547732,1068
66, 0.9522408465266168,0.02814982786466163,3.084040404040404,-0.776199528246927,1069
62, 0.9524715828466477,0.02814982786466163,3.086060606060606,-0.7758242211958719,1070
40, 0.9527144794152704,0.02814982786466163,3.0844444444444443,-0.7758563393175548,1071
135, 0.9527720825992111,0.027835818202825876,3.0832323232323233,-0.7749425412742657,1072
4, 0.9527765367658927,0.02784543756896698,3.075151515151515,-0.7749461914993964,1073
97, 0.9528148679221161,0.027250199473728882,3.0721212121212123,-0.7763512329767147,1074
48, 0.9528491444179599,0.027250199473728882,3.0694949494949495,-0.7744504669479279,1075
19, 0.9528763843025075,0.0273692470927765,3.071919191919192,-0.7750275307737721,1076
7, 0.9528847386728815,0.02413908836261777,3.0715151515151513,-0.7748516144578125,1077
40, 0.9528887878013887,0.023416866140395544,3.0713131313131314,-0.7770185743398759,1078
8, 0.9529005704685133,0.02480697603050544,3.0672727272727274,-0.7789886593775122,1079
23, 0.9529050017593538,0.02425935698288639,3.0587878787878786,-0.7789996679968539,1080
94, 0.95291975587715,0.024461377184906593,3.0632323232323233,-0.7797696768256017,1081
26, 0.9529235536340419,0.024198251421780826,3.0628282828282827,-0.7779880154690698,1082
79, 0.9529273886103294,0.024317299040828445,3.0634343434343436,-0.7783464525655144,1083
30, 0.952934549272764,0.020095076818606224,3.0642424242424244,-0.7784623212462427,1084
116, 0.9529411453020434,0.020860436295730412,3.067878787878788,-0.778152828604365,1085
127, 0.9529651357098166,0.020860436295730412,3.0646464646464646,-0.7782492800745098,1086
62, 0.952995306754534,0.020860436295730412,3.061010101010101,-0.7790244171281226,1087
11, 0.953096519005917,0.024753210188504304,3.082020202020202,-0.7744058043737462,1088
23, 0.9531506961106118,0.02478984022513434,3.09010101010101,-0.7744024674707833,1089
36, 0.9531708682673808,0.025994968430262545,3.0854545454545454,-0.7730207019986157,1090
157, 0.9532039224658387,0.03621841165370576,3.0854545454545454,-0.7720938566653452,1091
143, 0.9532358682816819,0.038319421754715866,3.069090909090909,-0.7710515837686474,1092
50, 0.953252151617218,0.039904503339797455,3.0676767676767676,-0.7724508528398548,1093
90, 0.9532812031893091,0.03929180492709904,3.074141414141414,-0.7800818983770296,1094
82, 0.9532826053754158,0.028862511997806112,3.0733333333333333,-0.7801083316010411,1095
82, 0.9532897133567582,0.0290529881882823,3.073737373737374,-0.780263691224032,1096
110, 0.953343809572592,0.027568861204155314,3.0757575757575757,-0.7804268449974666,1097
40, 0.9533536676622921,0.02939786553315964,3.0715151515151513,-0.7791323994334937,1098
33, 0.9533732192024643,0.030683579818873926,3.07010101010101,-0.7789149266659956,1099
103, 0.9533782584129888,0.032918012053306155,3.065858585858586,-0.7784145975939093,1100
21, 0.9533968295418394,0.03494182157711568,3.0686868686868687,-0.7773118644580558,1101
21, 0.9534264366492026,0.03499232662762073,3.0682828282828285,-0.7779732687303631,1102
125, 0.9534985361003058,0.03548791992321403,3.0684848484848484,-0.7796308655978761,1103
255, 0.9535112239782805,0.035805380240674346,3.0707070707070705,-0.7809677709366023,1104
24, 0.9535762176008326,0.035805380240674346,3.0674747474747477,-0.7812516137202395,1105
151, 0.9535772479327332,0.03443293895646836,3.061010101010101,-0.7849106897447086,1106
92, 0.9535974726637948,0.03438243390596331,3.061010101010101,-0.7843646810029176,1107
55, 0.9537959255668448,0.034358624382153785,3.061010101010101,-0.7853082512420372,1108
7, 0.9538167539365018,0.034339016539016526,3.0585858585858587,-0.7855008911218458,1109
72, 0.9538231857228173,0.03357465867465867,3.0585858585858587,-0.7851540000259629,1110
326, 0.9538354598283855,0.034848828948828944,3.0606060606060606,-0.7851955418011836,1111
98, 0.953837287269273,0.034727616827616825,3.041212121212121,-0.7851622587593629,1112
131, 0.953843603594836,0.03525142635142635,3.037979797979798,-0.7851517765917508,1113
8, 0.953843979149039,0.03451260961260961,3.0272727272727273,-0.7853280062571437,1114
31, 0.9538623004127527,0.0345075591075591,3.024848484848485,-0.788336202091132,1115
45, 0.9540528028882238,0.036604384504384496,3.027070707070707,-0.7885459612077017,1116
36, 0.954105582173948,0.03707886557886557,3.027070707070707,-0.7841615810600256,1117
12, 0.9541182859813517,0.03981906165729695,3.0315151515151517,-0.7833274837595482,1118
11, 0.9542104265580775,0.039868123706359,3.031919191919192,-0.7834778450610081,1119
18, 0.9542495917759993,0.039868123706359,3.0325252525252524,-0.7834733418504376,1120
187, 0.9542599015198243,0.039550663388898684,3.026666666666667,-0.7834558413934469,1121
127, 0.954262564984576,0.039868123706359,3.0325252525252524,-0.7834068492101893,1122
41, 0.9542771643019656,0.04041357825181355,3.031111111111111,-0.7839170428998712,1123
77, 0.9543892346874964,0.04358283383283383,3.034949494949495,-0.7832092463398946,1124
69, 0.9543922907070601,0.043868548118548116,3.033737373737374,-0.7823457320760703,1125
19, 0.954408404238267,0.04569581235757706,3.0365656565656565,-0.7855556742866456,1126
110, 0.9544216573915084,0.04531485997662468,3.04,-0.7855762203473352,1127
180, 0.9544218927610673,0.04580692346868817,3.0414141414141413,-0.7843625200877196,1128
3, 0.9544271299230898,0.04390865507041978,3.0434343434343436,-0.7881436791191991,1129
54, 0.954452851136097,0.04381541497717969,3.042020202020202,-0.788172231414169,1130
148, 0.9544643642205206,0.04037585453761925,3.0361616161616163,-0.7892003162427442,1131
220, 0.9544705841506425,0.04311517077693549,3.041818181818182,-0.7888792848560158,1132
52, 0.9544772972822869,0.04305961522137993,3.041212121212121,-0.7889893628862035,1133
129, 0.9545416185156879,0.04099425574425575,3.036969696969697,-0.7865525513643935,1134
253, 0.9545442250844695,0.04020060495060496,3.037979797979798,-0.7873233740498098,1135
111, 0.9545443017120375,0.04120060495060495,3.0345454545454547,-0.7870934396346287,1136
221, 0.9545471913177047,0.04153393828393828,3.036363636363636,-0.7878403737300241,1137
3, 0.9545518307990981,0.04081269286269287,3.034949494949495,-0.7871087138966456,1138
103, 0.9545677495204868,0.04047935952935954,3.033939393939394,-0.786778822981158,1139
28, 0.9545720620086693,0.04183650238650239,3.0373737373737373,-0.7873110261019327,1140
178, 0.9545851195750015,0.04183650238650239,3.0373737373737373,-0.7873110261019327,1141
233, 0.9545851195750016,0.04390437895437895,3.041212121212121,-0.7862088447795799,1142
54, 0.954614533560405,0.04366348651348651,3.036363636363636,-0.783834853663386,1143
272, 0.9546231940815438,0.04332034925858455,3.0375757575757576,-0.7859757241903176,1144
181, 0.9546291126831259,0.04359019052842582,3.0361616161616163,-0.7859651384272172,1145
66, 0.9546307962250875,0.04359019052842582,3.036969696969697,-0.7856204357072968,1146
330, 0.9546441004165048,0.04374026267849796,3.036767676767677,-0.7851794948420627,1147
181, 0.9546614387376836,0.04374026267849796,3.036767676767677,-0.7851794948420627,1148
70, 0.9546614387376837,0.04283550077373605,3.0406060606060605,-0.7856925260190508,1149
16, 0.9546701277622662,0.04283550077373605,3.0434343434343436,-0.7850267424808528,1150
360, 0.9546771837630148,0.04287261921085449,3.0331313131313133,-0.7846190567071473,1151
62, 0.9547114348696873,0.04059484143307673,3.0353535353535355,-0.7858530167449882,1152
444, 0.9547123735390349,0.040604645354645356,3.0317171717171716,-0.7837171776798314,1153
142, 0.9547369243078065,0.040604645354645356,3.0317171717171716,-0.7837171776798314 step=
238, 0.9547369243078067,0.040271312021312025,3.031111111111111,-0.7838114076203463,1155
122, 0.9547479857625057,0.040306721056721055,3.0303030303030303,-0.7844312347858876,1156
165, 0.9547665509420142,0.0403471250971251,3.0315151515151517,-0.7850240192042381,1157
63, 0.9547819447474268,0.03834712509712509,3.0296969696969698,-0.7851334764442945,1158
12, 0.9548257035479887,0.03828589003589003,3.0268686868686867,-0.7851892956745771,1159
383, 0.954826050907059,0.03828589003589003,3.0268686868686867,-0.7851892956745771,1160
161, 0.9548260509070591,0.03559276834276834,3.0264646464646465,-0.7850708656715212,1161
310, 0.95482956778303,0.039332964421199705,3.0264646464646465,-0.786037647283906,1162
229, 0.9548354016326375,0.03866629775453304,3.0282828282828285,-0.7864203600469106,1163
113, 0.9548439971500307,0.036658361246596535,3.028888888888889,-0.7856784379963541,1164
50, 0.9548440843006558,0.03668278127101656,3.0282828282828285,-0.7856784373773525,1165
319, 0.9548680059757252,0.03837590296413826,3.028888888888889,-0.7857719757134649,1166
65, 0.9548730029954688,0.03845923629747159,3.025858585858586,-0.7854919403388179,1167
109, 0.9549033666255228,0.038512544419745234,3.02,-0.7855050274057058,1168
292, 0.9549092275810124,0.04120384162828381,3.0226262626262628,-0.7845651043667159,1169
95, 0.9549250191544926,0.03915972398122499,3.02989898989899,-0.7891227444220703,1170
85, 0.9552133394249126,0.043647458468959476,3.037171717171717,-0.7892098001472878,1171
184, 0.9552149496611624,0.04539745846895947,3.0234343434343436,-0.7876209294031478,1172
98, 0.9554779969068695,0.04606412513562613,3.0226262626262628,-0.7875422469839278,1173
245, 0.9554821985091658,0.04518317275467375,3.021818181818182,-0.7875576096774602,1174
